"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"VIDEO: Seribu Lilin di Seoul untuk Korban Tragedi Halloween Itaewon https://t.co/ZuT26yfaJa #Terbaru #Berita… https://t.co/ZdJ984NM9V",FALSE,0,NA,2022-11-06 09:42:05,TRUE,NA,"1589191381620494337",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","nolantv_com",0,FALSE,FALSE,NA,NA
"RT @sitinur7821: OPEN SERVICE 🇲🇾
DM LEBIH LANJUT AWAK💦
#Malaysia #MalaysiaMemilih
#ITAEWON #AWANI745 #AWANInews #MalaysiaKitaPunya #Malaysi…",FALSE,0,NA,2022-11-06 06:09:16,FALSE,NA,"1589137823864881152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GerfanN",2,TRUE,FALSE,NA,NA
"RT @sitinur7821: OPEN SERVICE 🇲🇾
DM LEBIH LANJUT AWAK💦
#Malaysia #MalaysiaMemilih
#ITAEWON #AWANI745 #AWANInews #MalaysiaKitaPunya #Malaysi…",FALSE,0,NA,2022-11-06 06:00:30,FALSE,NA,"1589135618483032065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sitinur7821",2,TRUE,FALSE,NA,NA
"OPEN SERVICE 🇲🇾
DM LEBIH LANJUT AWAK💦
#Malaysia #MalaysiaMemilih
#ITAEWON #AWANI745 #AWANInews #MalaysiaKitaPunya… https://t.co/EeHLMG7GnC",FALSE,8,NA,2022-11-06 06:00:24,TRUE,NA,"1589135591819837440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sitinur7821",2,FALSE,FALSE,NA,NA
"RT @TanyaApotekerKu: Tips jika kita berada di kerumunan / berdesakan

#halloween #kerumunan #itaewon https://t.co/3gKEkZtNkK",FALSE,0,NA,2022-11-06 05:46:41,FALSE,NA,"1589132139278524419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yayusyru",2,TRUE,FALSE,NA,NA
"SPESIAL PIALA DUNIA QATAR 2022
EVENT MIXPARLAY 4 TEAM SPESIAL 1X2
Gampang Tebak , Peraturan tidak Ribet !!
BERHADIA… https://t.co/F60AsGiAcb",FALSE,0,NA,2022-11-06 04:28:41,TRUE,NA,"1589112510883725312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fitrimaryana5",0,FALSE,FALSE,NA,NA
"RT @SalmaAkhtar34: Sindhu River, Leh Ladakh
#nature #NaturePhotography #photo #prayforitaewon #Itaewon #ISTvFB #chennairains https://t.co/5…",FALSE,0,NA,2022-11-06 03:48:04,FALSE,NA,"1589102289838821378",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mohdiqbal1993",7,TRUE,FALSE,NA,NA
"RT @TanyaApotekerKu: Tips jika kita berada di kerumunan / berdesakan

#halloween #kerumunan #itaewon https://t.co/3gKEkZtNkK",FALSE,0,NA,2022-11-06 01:17:22,FALSE,NA,"1589064363239145473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tiwiitimo",2,TRUE,FALSE,NA,NA
"Tips jika kita berada di kerumunan / berdesakan

#halloween #kerumunan #itaewon https://t.co/3gKEkZtNkK",FALSE,4,NA,2022-11-05 22:53:15,FALSE,NA,"1589028097764261888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TanyaApotekerKu",2,FALSE,FALSE,NA,NA
"Media Vietnam Ungkap Cara Qatar Cegah Tragedi di Kajuruhan hingga Itaewon Terjadi di Piala Dunia 2022… https://t.co/dCFGl7191U",FALSE,0,NA,2022-11-05 22:30:02,TRUE,NA,"1589022252703571969",NA,"<a href=""https://bolabanget.id"" rel=""nofollow"">BolaBanget Sports Indonesia</a>","bb_sports_id",0,FALSE,FALSE,NA,NA
"RT @L1N4girl: Ini bisa berfungsi tuk bantal gimana ceritanya ya?
Heran deh #toge #mager #Itaewon https://t.co/SM8a9acRgb",FALSE,0,NA,2022-11-05 20:23:03,FALSE,NA,"1588990296456826881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wahyudi32609677",3,TRUE,FALSE,NA,NA
"SPESIAL PIALA DUNIA QATAR 2022
EVENT MIXPARLAY 4 TEAM SPESIAL 1X2
Gampang Tebak , Peraturan tidak Ribet !!
BERHADIA… https://t.co/irLZClL8fi",FALSE,0,NA,2022-11-05 19:50:07,TRUE,NA,"1588982009602674688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fitrimaryana5",0,FALSE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-11-05 16:07:31,FALSE,NA,"1588925988083486721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nuriyah312",2340,TRUE,FALSE,NA,NA
"Anggota Sangha Lakukan Upacara untuk Korban Itaewon | Berita Buddhis

Seoul, Korea Selatan - Para pemimpin Buddhis… https://t.co/9JWoO2rS7D",FALSE,0,NA,2022-11-05 14:36:38,TRUE,NA,"1588903119433633792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","bhagavant",0,FALSE,FALSE,NA,NA
"RT @muslimahnewscom: Tragedi Halloween di Itaewon semestinya menjadi kontemplasi bagi diri penguasa agar lebih serius memperhatikan dan ped…",FALSE,0,NA,2022-11-05 13:45:23,FALSE,NA,"1588890219591655425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NadhimUmu",40,TRUE,FALSE,NA,NA
"RT @rezdharana: Orang jatoh dan langsung ngunci. Bener2 stuck ampe kegencet. Serem banget 😟 #Itaewon 
 https://t.co/9b7bYq8kIz",FALSE,0,NA,2022-11-05 13:07:17,FALSE,NA,"1588880633077854210",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","litingyu1014",778,TRUE,FALSE,NA,NA
"jadi pemuda tu jangan terbawa arus global Sob, kudu punya prinsip, pastinga Islam dong
#Itaewon #Halloween #pemuda https://t.co/EeqSFIYGER",FALSE,1,NA,2022-11-05 12:15:03,FALSE,NA,"1588867489525825538",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saki_sora99",0,FALSE,FALSE,NA,NA
"""Saya bisa saja mati,"" ujar korban selamat tragedi #Itaewon. Seorang saksi mata lainnya mengatakan bahwa pada Sabtu… https://t.co/sQcNsWkw3k",FALSE,0,NA,2022-11-05 12:00:02,TRUE,NA,"1588863707265830912",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dw_indonesia",0,FALSE,FALSE,NA,NA
"Bersepeda cari #happy #foldingbike #cycling #fyp  #sepeda #juragan #TikTok #viral  #cepmek #itaewon #amandazahra… https://t.co/bXj9fQSA1F",FALSE,1,NA,2022-11-05 11:35:40,TRUE,NA,"1588857576703524866",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","majuroyal",0,FALSE,FALSE,NA,NA
"Mengerikan.. . . 😢

#kanjuruhan #itaewon #TheLinkinJKT_DAY1 #NCT127 #kanjuruhandisaster #say_sorry_to_nct127… https://t.co/TW6i0WLVik",FALSE,0,NA,2022-11-05 09:19:04,TRUE,NA,"1588823199982448641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LittleCaib",0,FALSE,FALSE,NA,NA
"RT @sitinur7821: OPEN SERVICE 🇲🇾
DM LEBIH LANJUT AWAK💦
#Malaysia #MalaysiaMemilih
#ITAEWON #AWANI745 #AWANInews #MalaysiaKitaPunya #Malaysi…",FALSE,0,NA,2022-11-05 09:13:04,FALSE,NA,"1588821688741158912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sitinur7821",1,TRUE,FALSE,NA,NA
"OPEN SERVICE 🇲🇾
DM LEBIH LANJUT AWAK💦
#Malaysia #MalaysiaMemilih
#ITAEWON #AWANI745 #AWANInews #MalaysiaKitaPunya… https://t.co/MFty40qCDb",FALSE,7,NA,2022-11-05 09:12:00,TRUE,NA,"1588821422029565954",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sitinur7821",1,FALSE,FALSE,NA,NA
"RT @nur_raifah: OPEN SERVICE 🇲🇾
DM LEBIH LANJUT AWAK💦
#Malaysia #MalaysiaMemilih
#ITAEWON #AWANI745 #AWANInews #MalaysiaKitaPunya #malaysia…",FALSE,0,NA,2022-11-05 09:07:17,FALSE,NA,"1588820235200917504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nur_raifah",1,TRUE,FALSE,NA,NA
"OPEN SERVICE 🇲🇾
DM LEBIH LANJUT AWAK💦
#Malaysia #MalaysiaMemilih
#ITAEWON #AWANI745 #AWANInews #MalaysiaKitaPunya… https://t.co/m5NuYfQNU2",FALSE,7,NA,2022-11-05 09:07:06,TRUE,NA,"1588820188279230464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nur_raifah",1,FALSE,FALSE,NA,NA
"RT @nurfadillh0011: #Itaewon #tragediitaewon #YooAhIn #VINCENZO #Dalang 

""YooAhIn Dalang dari tragedi itaewon,? Apa benar, simak penjelasa…",FALSE,0,NA,2022-11-05 08:31:40,FALSE,NA,"1588811272963117057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdeSyarifah8",2,TRUE,FALSE,NA,NA
"RT @nurfadillh0011: #Itaewon #prayforitaewon #LeeJihan #Halloween #5city

""Aktor Korea Lee Jihan jadi korban tragedi itaewon""
https://t.co/…",FALSE,0,NA,2022-11-05 08:31:05,FALSE,NA,"1588811126430920705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdeSyarifah8",2,TRUE,FALSE,NA,NA
"Terungkap Polisi Sempat Makan di Resto usai Dengar Kerumunan Itaewon https://t.co/hBzMbheLjD #Terbaru #Berita… https://t.co/M1nTm96Kcq",FALSE,0,NA,2022-11-05 07:48:35,TRUE,NA,"1588800430842466305",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","nolantv_com",0,FALSE,FALSE,NA,NA
"RT @muslimahnewscom: Tragedi Halloween di Itaewon semestinya menjadi kontemplasi bagi diri penguasa agar lebih serius memperhatikan dan ped…",FALSE,0,NA,2022-11-05 07:48:21,FALSE,NA,"1588800370876502017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","izzahaliyyah",40,TRUE,FALSE,NA,NA
"OPEN SERVICE 🇲🇾
DM LEBIH LANJUT AWAK💦
#Malaysia #MalaysiaMemilih
#Itaewon #AWANI745 #AWANInews #MalaysiaKitaPunya… https://t.co/SVrtOlQhxU",FALSE,1,NA,2022-11-05 06:55:23,TRUE,NA,"1588787042577969154",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amell08749236",0,FALSE,FALSE,NA,NA
"RT @nurfadillh0011: #Itaewon #prayforitaewon #LeeJihan #Halloween #5city

""Aktor Korea Lee Jihan jadi korban tragedi itaewon""
https://t.co/…",FALSE,0,NA,2022-11-05 05:54:58,FALSE,NA,"1588771834950217730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lutfi00104686",2,TRUE,FALSE,NA,NA
"RT @nurfadillh0011: #Itaewon #tragediitaewon #YooAhIn #VINCENZO #Dalang 

""YooAhIn Dalang dari tragedi itaewon,? Apa benar, simak penjelasa…",FALSE,0,NA,2022-11-05 05:54:45,FALSE,NA,"1588771783775498242",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lutfi00104686",2,TRUE,FALSE,NA,NA
"SPESIAL PIALA DUNIA QATAR 2022
EVENT MIXPARLAY 4 TEAM SPESIAL 1X2
Gampang Tebak , Peraturan tidak Ribet !!
BERHADIA… https://t.co/cMUKmxWG5O",FALSE,0,NA,2022-11-05 04:53:26,TRUE,NA,"1588756352977231872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fitrimaryana5",0,FALSE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-11-05 01:44:40,FALSE,NA,"1588708846633353216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jakehoovn",2340,TRUE,FALSE,NA,NA
"LHAAAHHHHH????? 😱😱😱😱
#NCT127 #NCTzen #NCT #SaySorryForNCT127 #Itaewon #CrowdCrush #NCT127_NEOCITY_THE_LINK… https://t.co/Q48DUV06xI",FALSE,1,NA,2022-11-05 01:17:34,TRUE,NA,"1588702026904788993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zeecindywriter",0,FALSE,FALSE,NA,NA
"RT @asep_rivaa: Sebuah tragedi malam hallowen di itaewon #Itaewon #이태원 #이태원사고 #압사사고

Thread 
https://t.co/dU6kAs6DyH",FALSE,0,NA,2022-11-05 01:10:03,FALSE,NA,"1588700134292221952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asep_rivaa",2340,TRUE,FALSE,NA,NA
"RT @jalahoaks: Tragedi Itaewon Disebabkan Efek Pembekuan Darah dari Vaksin Astra Zeneca?!

Informasi di Atas 100% HOAKS!!

Selengkapnya: 
h…",FALSE,0,NA,2022-11-05 01:05:11,FALSE,NA,"1588698912315281408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","m_khairil",1,TRUE,FALSE,NA,NA
"PREDIKSI TOGEL HONGKONG 05 NOVEMBER 2022
LINK : https://t.co/6w0oQxacau
#kapal4d #kapal4d2 #prediksihongkong… https://t.co/ETtEJfqnz1",FALSE,0,NA,2022-11-05 00:41:50,TRUE,NA,"1588693034539290624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kapal4d1",0,FALSE,FALSE,NA,NA
"PREDIKSI TOGEL SINGAPORE 05 NOVEMBER 2022
LINK :  https://t.co/KBNuoujp8l 
#kapal4d #kapal4d2 #prediksisingapore… https://t.co/txFMEbFLgn",FALSE,0,NA,2022-11-05 00:38:55,TRUE,NA,"1588692300154429440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kapal4d1",0,FALSE,FALSE,NA,NA
"Ayo di klik link #SATUDESA Provider slot &amp; RTP Gacorrr abissss 
Link RTP : https://t.co/p3eUdsUiFh
Link Daftar :… https://t.co/CrogxP3tc1",FALSE,0,NA,2022-11-05 00:21:04,TRUE,NA,"1588687807694143488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MelatyRini",0,FALSE,FALSE,NA,NA
"Fakta Menarik Itaewon, Kawasan Terpopuler di Korea Selatan yg Tak Pernah Sepi Pengunjung https://t.co/cdpSDn5YAq… https://t.co/JksrYtfYbz",FALSE,0,NA,2022-11-04 23:45:34,TRUE,NA,"1588678875080720385",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","nolantv_berita",0,FALSE,FALSE,NA,NA
"SPESIAL PIALA DUNIA QATAR 2022
EVENT MIXPARLAY 4 TEAM SPESIAL 1X2
Gampang Tebak , Peraturan tidak Ribet !!
BERHADIA… https://t.co/6waKJw3EPC",FALSE,0,NA,2022-11-04 23:03:12,TRUE,NA,"1588668211415101442",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fitrimaryana5",0,FALSE,FALSE,NA,NA
"Kepala Polisi Korsel Mengaku Tak Terima Laporan saat Tragedi Itaewon https://t.co/0dqaOfb0Gk #Terbaru #Berita… https://t.co/KKll8r8rzS",FALSE,0,NA,2022-11-04 22:41:04,TRUE,NA,"1588662642918715392",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","nolantv_com",0,FALSE,FALSE,NA,NA
"Kronologi 79 Laporan yg Lambat Direspons Polisi di Tragedi Itaewon https://t.co/95ldMC4vKw #Terbaru #Berita… https://t.co/YrtS5x1lfB",FALSE,0,NA,2022-11-04 20:40:34,TRUE,NA,"1588632319296163841",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","nolantv_com",0,FALSE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 19:09:05,FALSE,NA,"1588609294504972288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fabiodarl",43,TRUE,FALSE,NA,NA
"mencegah daripada mengobati.
belajar dari Tragedi #Itaewon ini emang pilihan yang tepat, bukan untuk malu-maluin ta… https://t.co/2pzrXJt1gE",FALSE,0,NA,2022-11-04 18:53:14,TRUE,NA,"1588605307466682370",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IkhaNurfazry",0,FALSE,FALSE,NA,NA
"Ready include atau panggilan hotel dadakan, info rr by DM💌 atau whattsap 0882002129077
#bomataram
#bolombok… https://t.co/gJqIOQWX7F",FALSE,0,NA,2022-11-04 18:17:45,TRUE,NA,"1588596376560361477",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angels_expo",0,FALSE,FALSE,NA,NA
"@ncitybase_ Tau kenapa mrk marah, nyelonong balik kanan ke belakang? Ingat, mrk jg manusia, mrk baru trauma berat t… https://t.co/B4rxBcrX48",FALSE,0,"ncitybase_",2022-11-04 16:41:02,TRUE,"1588560478422196224","1588572037517541376","1236223762279743488","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AmbBlowMe",0,FALSE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 15:45:51,FALSE,NA,"1588558147681390595",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nunoyoit_",43,TRUE,FALSE,NA,NA
"RT @asep_rivaa: Ini dia video paling dekat dari momen terhimpitnya saat targedi di pesta hallowen #itaewon 
https://t.co/ukbkIDmrS7",FALSE,0,NA,2022-11-04 15:26:19,FALSE,NA,"1588553232607215616",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","annisayunia_",240,TRUE,FALSE,NA,NA
"Hoaks! Tragedi Itaewon dipicu pembekuan darah akibat penggunaan AstraZeneca
#Halloweenitaewon 
#Itaewon… https://t.co/T72iIiT8Vx",FALSE,0,NA,2022-11-04 13:43:49,TRUE,NA,"1588527439592194049",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","antara_babel",0,FALSE,FALSE,NA,NA
"Penyebab Tragedi Halloween Itaewon Sulit Terurai #itaewon #koreaselatan #tragedihalloween #seoul https://t.co/bIyDUiaEDL",FALSE,0,NA,2022-11-04 13:20:10,FALSE,NA,"1588521489166655488",NA,"<a href=""https://ceklissatu.com"" rel=""nofollow"">Ceklissatu Apps</a>","ceklissatucom",0,FALSE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 13:14:18,FALSE,NA,"1588520009990832131",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2lionllines",43,TRUE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 13:14:03,FALSE,NA,"1588519949596696576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pinkicesnowy",43,TRUE,FALSE,NA,NA
"[Faktor] FAKTOR PENYEBAB TRAGEDI HALLOWEEN DI ITAEWON KOREA SELATAN https://t.co/LK9ZkGluTJ #Video #faktor… https://t.co/ATeVwtrSOT",FALSE,0,NA,2022-11-04 12:40:04,TRUE,NA,"1588511395116900353",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","nolantv_berita",0,FALSE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 12:15:26,FALSE,NA,"1588505195734249473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pinknoyen",43,TRUE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 11:56:08,FALSE,NA,"1588500339162238977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abcd3qwerty",43,TRUE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 11:39:40,FALSE,NA,"1588496197203156993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adeimanah",43,TRUE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 11:16:21,FALSE,NA,"1588490329355059202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tiana43451",43,TRUE,FALSE,NA,NA
"RT @id_indicator: Publik digegerkan dengan tragedi maut yang menewaskan ratusan orang di kawasan #Itaewon, Seoul, Korea Selatan pada Sabtu…",FALSE,0,NA,2022-11-04 10:58:32,FALSE,NA,"1588485842477383681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Adeidas",1,TRUE,FALSE,NA,NA
"RT @4869trbl: Bisa kita liat kalo awalnya mereka berjalan secara teratur, tapi tiba² dari arah belakang beberapa orang udah saling mendoron…",FALSE,0,NA,2022-11-04 10:27:59,FALSE,NA,"1588478155211571200",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Trezanhonie",107,TRUE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 10:26:25,FALSE,NA,"1588477760082948096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ohh__ho",43,TRUE,FALSE,NA,NA
"Akibat Lalai Tangani Kerumunan Massa di Itaewon, Dua Pejabat Polisi Korsel Dicopot
#parboaboa #beritahariini… https://t.co/qSaz56nZ2z",FALSE,0,NA,2022-11-04 10:15:09,TRUE,NA,"1588474927686250497",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","parboaboa",0,FALSE,FALSE,NA,NA
"Lalai Tangani Kerumunan Halloween Itaewon, 2 Pejabat Polisi Korea Selatan Dicopot.

Surabaya (… https://t.co/MrEI9VzxGO",FALSE,0,NA,2022-11-04 10:09:14,TRUE,NA,"1588473435713589249",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","beritajatimcom",0,FALSE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 10:08:12,FALSE,NA,"1588473176597893120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shopee_ing",43,TRUE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 10:01:01,FALSE,NA,"1588471369800773632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kyuiing",43,TRUE,FALSE,NA,NA
"Publik digegerkan dengan tragedi maut yang menewaskan ratusan orang di kawasan #Itaewon, Seoul, Korea Selatan pada… https://t.co/sQBx7Npz5c",FALSE,3,NA,2022-11-04 09:53:38,TRUE,NA,"1588469513216880640",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","id_indicator",1,FALSE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 09:47:05,FALSE,NA,"1588467863828189184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","racunnyapijey",43,TRUE,FALSE,NA,NA
"Tragedi Itaewon Disebabkan Efek Pembekuan Darah dari Vaksin Astra Zeneca?!

Informasi di Atas 100% HOAKS!!

Selengk… https://t.co/giqe2N36Te",FALSE,1,NA,2022-11-04 09:41:33,TRUE,NA,"1588466472418148354",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jalahoaks",1,FALSE,FALSE,NA,NA
"Dari Itaewon hingga Kanjuruhan, Ini 5 Tragedi Kerumunan Paling Mematikan di Dunia
#itaewon #kanjuruhan #gujarat… https://t.co/oOgoVBoPjE",FALSE,0,NA,2022-11-04 09:23:06,TRUE,NA,"1588461827100676096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KompastvJatim",0,FALSE,FALSE,NA,NA
"RT @temanCOmu: Rekomendasi Sepatu Vulcanized D GEMS Vol 2 
1. https://t.co/fqzaqlwCsV
2. https://t.co/Va3wIooiEX
3. https://t.co/eoZ05PI71F…",FALSE,0,NA,2022-11-04 09:06:50,FALSE,NA,"1588457732444917761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yp_orgsukses",43,TRUE,FALSE,NA,NA
